book_id,tag_id,tag_name
122,7,bookclub
122,36,teen
122,20,historical
122,12,coming-of-age
122,10,classics
122,15,drama
122,4,all-time-favorites
122,2,adult
122,21,history
231,7,bookclub
231,31,relationships
231,33,school
231,38,women
231,32,romance
231,36,teen
231,5,american
231,24,literature
231,13,contemporary
231,12,coming-of-age
231,2,adult
231,15,drama
231,16,english
249,16,english
249,7,bookclub
249,5,american
249,4,all-time-favorites
249,15,drama
249,2,adult
249,24,literature
249,10,classics
249,13,contemporary
249,28,non-fiction
249,32,romance
250,15,drama
250,2,adult
250,6,biography
250,32,romance
250,16,english
250,13,contemporary
250,24,literature
250,5,american
250,10,classics
250,28,non-fiction
264,24,literature
264,5,american
264,4,all-time-favorites
264,33,school
264,32,romance
264,20,historical
264,10,classics
264,2,adult
264,7,bookclub
264,16,english
264,8,british
275,2,adult
275,6,biography
275,12,coming-of-age
275,28,non-fiction
275,13,contemporary
275,15,drama
275,10,classics
275,20,historical
275,24,literature
275,32,romance
275,7,bookclub
275,33,school
275,25,love
275,38,women
291,5,american
291,25,love
291,28,non-fiction
291,32,romance
291,30,philosophy
291,10,classics
291,24,literature
291,18,fantasy
291,15,drama
291,16,english
295,23,kids
295,16,english
295,24,literature
295,1,action
295,21,history
295,36,teen
295,35,suspense
295,7,bookclub
295,9,children
295,18,fantasy
295,10,classics
295,3,adventure
295,20,historical
295,8,british
295,33,school
304,2,adult
304,38,women
304,33,school
304,16,english
304,32,romance
304,20,historical
304,24,literature
304,10,classics
304,8,british
320,32,romance
320,15,drama
320,33,school
320,13,contemporary
320,7,bookclub
320,17,family
320,24,literature
320,10,classics
320,20,historical
320,2,adult
320,4,all-time-favorites
343,4,all-time-favorites
343,7,bookclub
343,13,contemporary
343,24,literature
343,35,suspense
343,18,fantasy
343,20,historical
343,14,crime
343,27,mystery
343,22,horror
343,10,classics
343,2,adult
343,21,history
343,15,drama
343,33,school
348,5,american
348,36,teen
348,7,bookclub
348,4,all-time-favorites
348,32,romance
348,23,kids
348,34,sci-fi
348,10,classics
348,18,fantasy
348,3,adventure
348,16,english
350,16,english
350,4,all-time-favorites
350,34,sci-fi
350,2,adult
350,30,philosophy
350,18,fantasy
350,10,classics
350,7,bookclub
350,5,american
350,24,literature
353,34,sci-fi
353,16,english
353,4,all-time-favorites
353,24,literature
353,5,american
353,10,classics
353,18,fantasy
353,3,adventure
353,32,romance
355,30,philosophy
355,32,romance
355,10,classics
355,11,comedy
355,34,sci-fi
355,18,fantasy
355,3,adventure
355,5,american
357,29,paranormal
357,16,english
357,13,contemporary
357,3,adventure
357,34,sci-fi
357,2,adult
357,24,literature
357,10,classics
357,27,mystery
357,11,comedy
357,18,fantasy
357,14,crime
357,8,british
359,2,adult
359,30,philosophy
359,34,sci-fi
359,3,adventure
359,24,literature
359,10,classics
359,11,comedy
359,28,non-fiction
359,18,fantasy
359,27,mystery
359,16,english
359,8,british
359,6,biography
360,36,teen
360,34,sci-fi
360,10,classics
360,2,adult
360,24,literature
360,3,adventure
360,11,comedy
360,18,fantasy
360,8,british
360,16,english
365,16,english
365,2,adult
365,24,literature
365,3,adventure
365,27,mystery
365,34,sci-fi
365,13,contemporary
365,29,paranormal
365,10,classics
365,11,comedy
365,18,fantasy
365,14,crime
365,7,bookclub
365,8,british
378,36,teen
378,34,sci-fi
378,26,magic
378,11,comedy
378,5,american
378,9,children
378,3,adventure
378,10,classics
378,23,kids
378,18,fantasy
378,24,literature
378,7,bookclub
378,33,school
378,4,all-time-favorites
386,7,bookclub
386,11,comedy
386,5,american
386,6,biography
386,28,non-fiction
386,17,family
386,2,adult
386,33,school
386,24,literature
386,13,contemporary
400,33,school
400,7,bookclub
400,13,contemporary
400,35,suspense
400,6,biography
400,28,non-fiction
400,21,history
400,24,literature
400,5,american
400,20,historical
400,14,crime
400,10,classics
415,34,sci-fi
415,18,fantasy
415,11,comedy
415,16,english
415,13,contemporary
415,5,american
415,4,all-time-favorites
415,7,bookclub
415,30,philosophy
415,24,literature
415,10,classics
415,37,war
415,20,historical
415,21,history
424,13,contemporary
424,24,literature
424,30,philosophy
424,2,adult
424,5,american
424,7,bookclub
424,10,classics
424,21,history
424,28,non-fiction
424,33,school
424,6,biography
424,38,women
428,16,english
428,33,school
428,24,literature
428,7,bookclub
428,28,non-fiction
428,20,historical
428,13,contemporary
428,2,adult
428,10,classics
428,38,women
428,5,american
431,2,adult
431,13,contemporary
431,27,mystery
431,24,literature
431,10,classics
431,14,crime
431,5,american
431,16,english
431,35,suspense
431,7,bookclub
432,24,literature
432,30,philosophy
432,27,mystery
432,4,all-time-favorites
432,10,classics
432,14,crime
432,35,suspense
432,2,adult
432,13,contemporary
432,5,american
432,33,school
432,16,english
446,11,comedy
446,2,adult
446,32,romance
446,10,classics
446,7,bookclub
446,16,english
446,24,literature
446,5,american
446,13,contemporary
446,15,drama
446,17,family
447,32,romance
447,4,all-time-favorites
447,13,contemporary
447,24,literature
447,5,american
447,16,english
447,7,bookclub
447,2,adult
447,15,drama
449,13,contemporary
449,24,literature
449,15,drama
449,33,school
449,30,philosophy
449,10,classics
449,3,adventure
449,5,american
449,2,adult
449,7,bookclub
449,16,english
456,33,school
456,19,friendship
456,32,romance
456,4,all-time-favorites
456,7,bookclub
456,30,philosophy
456,2,adult
456,31,relationships
456,27,mystery
456,16,english
456,24,literature
456,13,contemporary
456,5,american
456,15,drama
456,35,suspense
456,14,crime
475,33,school
475,16,english
475,30,philosophy
475,20,historical
475,34,sci-fi
475,28,non-fiction
475,21,history
475,7,bookclub
597,5,american
597,6,biography
597,13,contemporary
597,11,comedy
597,28,non-fiction
597,2,adult
597,4,all-time-favorites
597,21,history
599,33,school
599,34,sci-fi
599,2,adult
599,13,contemporary
599,11,comedy
599,7,bookclub
599,28,non-fiction
599,6,biography
599,5,american
599,21,history
599,30,philosophy
621,7,bookclub
621,28,non-fiction
621,33,school
629,2,adult
629,4,all-time-favorites
629,5,american
629,24,literature
629,17,family
629,33,school
629,16,english
629,31,relationships
629,28,non-fiction
629,10,classics
629,30,philosophy
629,3,adventure
629,13,contemporary
629,6,biography
629,7,bookclub
647,34,sci-fi
647,13,contemporary
647,30,philosophy
647,21,history
647,28,non-fiction
647,33,school
647,16,english
656,24,literature
656,2,adult
656,15,drama
656,7,bookclub
656,4,all-time-favorites
656,16,english
656,20,historical
656,21,history
656,37,war
656,10,classics
656,30,philosophy
656,32,romance
662,32,romance
662,18,fantasy
662,24,literature
662,15,drama
662,34,sci-fi
662,27,mystery
662,20,historical
662,13,contemporary
662,16,english
662,28,non-fiction
662,10,classics
662,30,philosophy
662,2,adult
662,4,all-time-favorites
662,7,bookclub
662,5,american
665,5,american
665,21,history
665,10,classics
665,28,non-fiction
665,30,philosophy
665,13,contemporary
665,24,literature
667,24,literature
667,4,all-time-favorites
667,32,romance
667,13,contemporary
667,34,sci-fi
667,16,english
667,18,fantasy
667,33,school
667,10,classics
667,30,philosophy
667,2,adult
667,5,american
667,7,bookclub
667,36,teen
668,37,war
668,15,drama
668,4,all-time-favorites
668,24,literature
668,16,english
668,33,school
668,5,american
668,13,contemporary
668,21,history
668,20,historical
668,10,classics
668,30,philosophy
668,32,romance
668,7,bookclub
668,2,adult
668,28,non-fiction
668,34,sci-fi
676,24,literature
676,28,non-fiction
676,2,adult
676,11,comedy
676,13,contemporary
676,5,american
676,33,school
676,7,bookclub
676,10,classics
676,4,all-time-favorites
698,19,friendship
698,24,literature
698,38,women
698,20,historical
698,7,bookclub
698,5,american
698,2,adult
698,17,family
698,13,contemporary
698,31,relationships
698,15,drama
703,2,adult
703,10,classics
703,16,english
703,18,fantasy
703,33,school
703,15,drama
703,28,non-fiction
703,7,bookclub
703,24,literature
703,37,war
703,34,sci-fi
703,5,american
703,20,historical
703,21,history
703,13,contemporary
706,4,all-time-favorites
706,20,historical
706,6,biography
706,24,literature
706,11,comedy
706,21,history
706,28,non-fiction
706,2,adult
706,5,american
760,20,historical
760,24,literature
760,25,love
760,7,bookclub
760,15,drama
760,32,romance
760,10,classics
760,13,contemporary
760,2,adult
771,21,history
771,28,non-fiction
771,30,philosophy
771,34,sci-fi
771,16,english
816,24,literature
816,35,suspense
816,13,contemporary
816,16,english
816,4,all-time-favorites
816,34,sci-fi
816,5,american
816,27,mystery
816,18,fantasy
816,21,history
816,37,war
816,20,historical
816,3,adventure
822,4,all-time-favorites
822,34,sci-fi
822,16,english
822,30,philosophy
822,5,american
822,24,literature
822,3,adventure
822,21,history
822,20,historical
822,18,fantasy
822,38,women
822,1,action
823,1,action
823,16,english
823,4,all-time-favorites
823,34,sci-fi
823,35,suspense
823,30,philosophy
823,20,historical
823,18,fantasy
823,21,history
823,3,adventure
823,5,american
823,24,literature
825,7,bookclub
825,27,mystery
825,1,action
825,11,comedy
825,2,adult
825,14,crime
825,13,contemporary
825,5,american
825,22,horror
825,34,sci-fi
825,18,fantasy
825,35,suspense
825,16,english
825,24,literature
825,3,adventure
827,34,sci-fi
827,12,coming-of-age
827,2,adult
827,24,literature
827,3,adventure
827,9,children
827,7,bookclub
827,16,english
827,4,all-time-favorites
827,38,women
827,5,american
827,18,fantasy
830,24,literature
830,2,adult
830,16,english
830,34,sci-fi
830,27,mystery
830,11,comedy
830,13,contemporary
830,4,all-time-favorites
830,10,classics
830,7,bookclub
830,18,fantasy
830,5,american
830,3,adventure
830,35,suspense
840,33,school
840,21,history
840,10,classics
840,28,non-fiction
840,34,sci-fi
840,30,philosophy
840,16,english
865,4,all-time-favorites
865,15,drama
865,36,teen
865,7,bookclub
865,13,contemporary
865,32,romance
865,28,non-fiction
865,24,literature
865,10,classics
865,3,adventure
865,30,philosophy
865,18,fantasy
865,2,adult
865,16,english
865,33,school
865,20,historical
870,11,comedy
870,4,all-time-favorites
870,34,sci-fi
870,32,romance
870,18,fantasy
870,1,action
870,36,teen
870,3,adventure
870,27,mystery
870,29,paranormal
870,26,magic
880,15,drama
880,24,literature
880,2,adult
880,27,mystery
880,35,suspense
880,10,classics
880,8,british
880,14,crime
880,33,school
880,21,history
880,20,historical
880,3,adventure
880,28,non-fiction
880,16,english
880,7,bookclub
890,7,bookclub
890,24,literature
890,19,friendship
890,5,american
890,4,all-time-favorites
890,9,children
890,33,school
890,20,historical
890,10,classics
890,2,adult
890,16,english
890,15,drama
890,36,teen
900,11,comedy
900,16,english
900,5,american
900,13,contemporary
900,30,philosophy
900,7,bookclub
900,25,love
900,32,romance
900,31,relationships
900,6,biography
900,28,non-fiction
900,2,adult
900,17,family
902,13,contemporary
902,35,suspense
902,3,adventure
902,36,teen
902,18,fantasy
902,27,mystery
902,11,comedy
902,23,kids
902,33,school
902,9,children
902,10,classics
902,7,bookclub
902,4,all-time-favorites
903,27,mystery
903,36,teen
903,4,all-time-favorites
903,10,classics
903,13,contemporary
903,7,bookclub
903,23,kids
903,18,fantasy
903,9,children
903,3,adventure
903,19,friendship
903,20,historical
903,33,school
930,12,coming-of-age
930,16,english
930,5,american
930,13,contemporary
930,7,bookclub
930,33,school
930,37,war
930,24,literature
930,25,love
930,21,history
930,2,adult
930,10,classics
930,20,historical
930,32,romance
930,15,drama
930,38,women
930,28,non-fiction
930,6,biography
930,4,all-time-favorites
952,17,family
952,9,children
952,31,relationships
952,28,non-fiction
952,2,adult
952,23,kids
952,25,love
960,13,contemporary
960,14,crime
960,7,bookclub
960,4,all-time-favorites
960,34,sci-fi
960,24,literature
960,5,american
960,27,mystery
960,32,romance
960,10,classics
960,15,drama
960,2,adult
960,35,suspense
960,20,historical
960,3,adventure
960,21,history
960,16,english
960,1,action
960,18,fantasy
968,13,contemporary
968,27,mystery
968,14,crime
968,15,drama
968,32,romance
968,34,sci-fi
968,4,all-time-favorites
968,10,classics
968,35,suspense
968,2,adult
968,20,historical
968,3,adventure
968,5,american
968,16,english
968,1,action
968,24,literature
968,21,history
968,7,bookclub
968,18,fantasy
976,34,sci-fi
976,24,literature
976,18,fantasy
976,14,crime
976,27,mystery
976,7,bookclub
976,32,romance
976,20,historical
976,1,action
976,35,suspense
976,2,adult
976,3,adventure
976,15,drama
976,5,american
976,13,contemporary
976,16,english
998,34,sci-fi
998,30,philosophy
998,28,non-fiction
1005,16,english
1005,10,classics
1005,28,non-fiction
1032,5,american
1032,11,comedy
1032,30,philosophy
1032,28,non-fiction
1032,6,biography
1032,21,history
1032,16,english
1052,20,historical
1052,10,classics
1052,16,english
1052,30,philosophy
1052,28,non-fiction
1052,7,bookclub
1052,21,history
1067,10,classics
1067,33,school
1067,7,bookclub
1067,20,historical
1067,6,biography
1067,37,war
1067,28,non-fiction
1067,21,history
1067,5,american
1067,2,adult
1078,24,literature
1078,15,drama
1078,38,women
1078,7,bookclub
1078,36,teen
1078,16,english
1078,2,adult
1078,33,school
1078,4,all-time-favorites
1078,17,family
1078,5,american
1097,5,american
1097,13,contemporary
1097,7,bookclub
1097,2,adult
1097,33,school
1097,34,sci-fi
1097,21,history
1097,28,non-fiction
1103,17,family
1103,33,school
1103,32,romance
1103,4,all-time-favorites
1103,24,literature
1103,36,teen
1103,31,relationships
1103,7,bookclub
1103,38,women
1103,19,friendship
1103,2,adult
1103,20,historical
1103,21,history
1103,15,drama
1103,13,contemporary
1103,12,coming-of-age
1110,27,mystery
1110,5,american
1110,1,action
1110,3,adventure
1110,13,contemporary
1110,35,suspense
1110,14,crime
1110,22,horror
1110,16,english
1110,15,drama
1110,2,adult
1171,11,comedy
1171,7,bookclub
1171,16,english
1171,28,non-fiction
1171,6,biography
1171,21,history
1171,5,american
1191,17,family
1191,2,adult
1191,28,non-fiction
1192,28,non-fiction
1202,7,bookclub
1202,5,american
1202,33,school
1202,11,comedy
1202,13,contemporary
1202,28,non-fiction
1202,34,sci-fi
1202,2,adult
1202,16,english
1202,21,history
1202,30,philosophy
1232,24,literature
1232,7,bookclub
1232,3,adventure
1232,14,crime
1232,27,mystery
1232,21,history
1232,12,coming-of-age
1232,15,drama
1232,10,classics
1232,2,adult
1232,32,romance
1232,20,historical
1232,18,fantasy
1232,35,suspense
1232,13,contemporary
1232,4,all-time-favorites
1241,2,adult
1241,4,all-time-favorites
1241,24,literature
1241,13,contemporary
1241,5,american
1241,16,english
1241,7,bookclub
1241,6,biography
1241,28,non-fiction
1241,15,drama
1274,2,adult
1274,10,classics
1274,7,bookclub
1274,38,women
1274,5,american
1274,13,contemporary
1274,30,philosophy
1274,32,romance
1274,28,non-fiction
1274,31,relationships
1274,17,family
1274,16,english
1274,25,love
1295,34,sci-fi
1295,5,american
1295,9,children
1295,38,women
1295,13,contemporary
1295,16,english
1295,18,fantasy
1295,2,adult
1295,20,historical
1295,21,history
1295,10,classics
1295,32,romance
1295,3,adventure
1295,36,teen
1295,4,all-time-favorites
1295,24,literature
1295,7,bookclub
1301,5,american
1301,20,historical
1301,16,english
1301,13,contemporary
1301,34,sci-fi
1301,21,history
1301,6,biography
1301,28,non-fiction
1301,2,adult
1301,7,bookclub
1303,34,sci-fi
1303,6,biography
1303,10,classics
1303,37,war
1303,31,relationships
1303,16,english
1303,28,non-fiction
1303,21,history
1303,30,philosophy
1303,20,historical
1305,1,action
1305,28,non-fiction
1305,10,classics
1305,2,adult
1305,4,all-time-favorites
1305,30,philosophy
1305,24,literature
1305,18,fantasy
1305,37,war
1305,20,historical
1305,21,history
1305,3,adventure
1307,2,adult
1307,9,children
1307,34,sci-fi
1307,16,english
1307,18,fantasy
1307,3,adventure
1307,26,magic
1319,4,all-time-favorites
1319,30,philosophy
1319,28,non-fiction
1362,2,adult
1362,30,philosophy
1362,24,literature
1362,20,historical
1362,10,classics
1362,28,non-fiction
1362,21,history
1362,33,school
1362,37,war
1371,30,philosophy
1371,15,drama
1371,2,adult
1371,28,non-fiction
1371,24,literature
1371,20,historical
1371,37,war
1371,33,school
1371,21,history
1371,10,classics
1371,3,adventure
1371,18,fantasy
1375,15,drama
1375,2,adult
1375,4,all-time-favorites
1375,32,romance
1375,29,paranormal
1375,20,historical
1375,33,school
1375,3,adventure
1375,21,history
1375,18,fantasy
1375,24,literature
1375,10,classics
1375,28,non-fiction
1375,30,philosophy
1375,37,war
1381,24,literature
1381,30,philosophy
1381,2,adult
1381,4,all-time-favorites
1381,28,non-fiction
1381,15,drama
1381,37,war
1381,20,historical
1381,21,history
1381,3,adventure
1381,33,school
1381,18,fantasy
1381,10,classics
1420,24,literature
1420,16,english
1420,2,adult
1420,18,fantasy
1420,32,romance
1420,33,school
1420,10,classics
1420,15,drama
1420,8,british
1420,4,all-time-favorites
1420,20,historical
1426,2,adult
1426,10,classics
1426,13,contemporary
1426,18,fantasy
1426,30,philosophy
1426,28,non-fiction
1426,24,literature
1426,16,english
1427,27,mystery
1427,13,contemporary
1427,24,literature
1427,3,adventure
1427,7,bookclub
1427,31,relationships
1427,18,fantasy
1427,25,love
1427,16,english
1427,32,romance
1427,30,philosophy
1427,2,adult
1427,10,classics
1427,15,drama
1428,24,literature
1428,18,fantasy
1428,3,adventure
1428,10,classics
1428,25,love
1428,13,contemporary
1428,30,philosophy
1428,32,romance
1428,2,adult
1428,7,bookclub
1428,15,drama
1428,16,english
1430,24,literature
1430,13,contemporary
1430,16,english
1430,2,adult
1430,30,philosophy
1430,32,romance
1430,10,classics
1430,25,love
1430,15,drama
1430,7,bookclub
1431,36,teen
1431,24,literature
1431,4,all-time-favorites
1431,10,classics
1431,13,contemporary
1431,27,mystery
1431,2,adult
1431,32,romance
1431,15,drama
1431,16,english
1431,7,bookclub
1519,20,historical
1519,2,adult
1519,33,school
1519,10,classics
1519,24,literature
1519,15,drama
1519,21,history
1519,18,fantasy
1519,30,philosophy
1524,2,adult
1524,33,school
1524,24,literature
1524,10,classics
1524,15,drama
1524,20,historical
1524,18,fantasy
1524,30,philosophy
1524,21,history
1540,28,non-fiction
1540,16,english
1540,10,classics
1540,33,school
1540,15,drama
1540,24,literature
1540,20,historical
1540,2,adult
1540,18,fantasy
1540,21,history
1540,30,philosophy
1554,2,adult
1554,10,classics
1554,24,literature
1554,20,historical
1554,33,school
1554,15,drama
1554,18,fantasy
1554,21,history
1554,30,philosophy
1591,11,comedy
1591,2,adult
1591,20,historical
1591,7,bookclub
1591,33,school
1591,24,literature
1591,10,classics
1591,15,drama
1591,37,war
1591,30,philosophy
1591,38,women
1591,21,history
1617,37,war
1617,13,contemporary
1617,22,horror
1617,30,philosophy
1617,4,all-time-favorites
1617,24,literature
1617,10,classics
1617,20,historical
1617,33,school
1617,28,non-fiction
1617,21,history
1617,36,teen
1617,2,adult
1617,6,biography
1617,7,bookclub
1618,8,british
1618,23,kids
1618,24,literature
1618,31,relationships
1618,2,adult
1618,12,coming-of-age
1618,14,crime
1618,35,suspense
1618,7,bookclub
1618,10,classics
1618,36,teen
1618,27,mystery
1618,16,english
1618,13,contemporary
1618,33,school
1622,11,comedy
1622,2,adult
1622,20,historical
1622,4,all-time-favorites
1622,24,literature
1622,16,english
1622,25,love
1622,32,romance
1622,33,school
1622,18,fantasy
1622,10,classics
1622,15,drama
1622,8,british
1622,26,magic
1624,10,classics
1624,16,english
1624,8,british
1624,20,historical
1624,7,bookclub
1624,2,adult
1624,24,literature
1624,21,history
1624,28,non-fiction
1624,6,biography
1624,3,adventure
1624,38,women
1624,4,all-time-favorites
1625,4,all-time-favorites
1625,11,comedy
1625,16,english
1625,18,fantasy
1625,25,love
1625,2,adult
1625,24,literature
1625,8,british
1625,32,romance
1625,33,school
1625,10,classics
1625,15,drama
1625,20,historical
1627,25,love
1627,10,classics
1627,24,literature
1627,31,relationships
1627,4,all-time-favorites
1627,13,contemporary
1627,5,american
1627,2,adult
1627,32,romance
1627,15,drama
1627,16,english
1627,20,historical
1633,2,adult
1633,28,non-fiction
1635,28,non-fiction
1635,16,english
1715,20,historical
1715,2,adult
1715,28,non-fiction
1715,30,philosophy
1715,21,history
1715,33,school
1715,18,fantasy
1715,24,literature
1715,10,classics
1823,30,philosophy
1823,2,adult
1823,14,crime
1823,13,contemporary
1823,11,comedy
1823,16,english
1823,21,history
1823,28,non-fiction
1823,7,bookclub
1823,8,british
1823,6,biography
1824,13,contemporary
1824,5,american
1824,2,adult
1824,29,paranormal
1824,8,british
1824,11,comedy
1824,34,sci-fi
1824,37,war
1824,21,history
1824,28,non-fiction
1824,16,english
1824,7,bookclub
1824,6,biography
1824,20,historical
1842,5,american
1842,2,adult
1842,37,war
1842,34,sci-fi
1842,28,non-fiction
1842,21,history
1842,20,historical
1842,10,classics
1842,33,school
1845,36,teen
1845,10,classics
1845,4,all-time-favorites
1845,33,school
1845,7,bookclub
1845,5,american
1845,12,coming-of-age
1845,30,philosophy
1845,3,adventure
1845,6,biography
1845,28,non-fiction
1845,24,literature
1845,16,english
1845,13,contemporary
1845,21,history
1845,2,adult
1846,2,adult
1846,4,all-time-favorites
1846,3,adventure
1846,25,love
1846,17,family
1846,31,relationships
1846,28,non-fiction
1846,30,philosophy
1848,33,school
1848,7,bookclub
1848,13,contemporary
1848,20,historical
1848,21,history
1848,28,non-fiction
1848,6,biography
1848,37,war
1848,24,literature
1848,38,women
1848,16,english
1848,2,adult
1848,10,classics
1849,27,mystery
1849,35,suspense
1849,14,crime
1849,1,action
1849,2,adult
1849,3,adventure
1852,16,english
1852,5,american
1852,2,adult
1852,9,children
1852,1,action
1852,24,literature
1852,15,drama
1852,33,school
1852,18,fantasy
1852,36,teen
1852,20,historical
1852,3,adventure
1852,10,classics
1852,23,kids
1869,7,bookclub
1869,13,contemporary
1869,38,women
1869,33,school
1869,5,american
1869,6,biography
1869,2,adult
1869,28,non-fiction
1869,21,history
1875,21,history
1875,34,sci-fi
1875,24,literature
1875,10,classics
1875,33,school
1875,30,philosophy
1875,28,non-fiction
1885,15,drama
1885,24,literature
1885,33,school
1885,38,women
1885,36,teen
1885,21,history
1885,25,love
1885,4,all-time-favorites
1885,20,historical
1885,10,classics
1885,32,romance
1885,2,adult
1885,8,british
1885,16,english
1885,7,bookclub
1897,13,contemporary
1897,1,action
1897,24,literature
1897,21,history
1897,28,non-fiction
1897,3,adventure
1897,6,biography
1897,2,adult
1897,5,american
1898,2,adult
1898,13,contemporary
1898,33,school
1898,7,bookclub
1898,21,history
1898,6,biography
1898,3,adventure
1898,28,non-fiction
1898,10,classics
1898,35,suspense
1911,2,adult
1911,16,english
1911,20,historical
1911,34,sci-fi
1911,28,non-fiction
1911,21,history
1911,33,school
1911,7,bookclub
1911,30,philosophy
1934,9,children
1934,2,adult
1934,33,school
1934,15,drama
1934,23,kids
1934,16,english
