book_id,goodreads_book_id,authors,original_publication_year,title,language_code,image_url,book_id_diff
37,100915,C.S. Lewis,1950.0,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",eng,https://images.gr-assets.com/books/1353029077m/100915.jpg,0
38,14050,Audrey Niffenegger,2003.0,The Time Traveler's Wife,eng,https://images.gr-assets.com/books/1437728815m/14050.jpg,-18605634
39,13496,George R.R. Martin,1996.0,"A Game of Thrones (A Song of Ice and Fire, #1)",eng,https://images.gr-assets.com/books/1436732693m/13496.jpg,0
40,19501,Elizabeth Gilbert,2006.0,"Eat, Pray, Love",eng,https://images.gr-assets.com/books/1503066414m/19501.jpg,0
41,28187,Rick Riordan,2005.0,"The Lightning Thief (Percy Jackson and the Olympians, #1)",eng,https://images.gr-assets.com/books/1400602609m/28187.jpg,0
42,1934,Louisa May Alcott,1868.0,"Little Women (Little Women, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
43,10210,Charlotte Brontë,1847.0,Jane Eyre,eng,https://images.gr-assets.com/books/1327867269m/10210.jpg,0
44,15931,Nicholas Sparks,1996.0,"The Notebook (The Notebook, #1)",eng,https://images.gr-assets.com/books/1385738917m/15931.jpg,0
45,4214,Yann Martel,2001.0,Life of Pi,,https://images.gr-assets.com/books/1320562005m/4214.jpg,0
46,43641,Sara Gruen,2006.0,Water for Elephants,eng,https://images.gr-assets.com/books/1494428973m/43641.jpg,0
47,19063,Markus Zusak,2005.0,The Book Thief,eng,https://images.gr-assets.com/books/1390053681m/19063.jpg,0
48,4381,Ray Bradbury,1953.0,Fahrenheit 451,spa,https://images.gr-assets.com/books/1351643740m/4381.jpg,0
49,49041,Stephenie Meyer,2006.0,"New Moon (Twilight, #2)",eng,https://images.gr-assets.com/books/1361039440m/49041.jpg,0
50,30119,Shel Silverstein,1974.0,Where the Sidewalk Ends,eng,https://images.gr-assets.com/books/1168052448m/30119.jpg,0
51,256683,Cassandra Clare,2007.0,"City of Bones (The Mortal Instruments, #1)",eng,https://images.gr-assets.com/books/1432730315m/256683.jpg,0
52,428263,Stephenie Meyer,2007.0,"Eclipse (Twilight, #3)",eng,https://images.gr-assets.com/books/1361038355m/428263.jpg,0
53,113436,Christopher Paolini,2002.0,"Eragon (The Inheritance Cycle, #1)",eng,https://images.gr-assets.com/books/1366212852m/113436.jpg,0
54,11,Douglas Adams,1979.0,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",eng,https://images.gr-assets.com/books/1327656754m/11.jpg,-386151
55,5129,Aldous Huxley,1932.0,Brave New World,eng,https://images.gr-assets.com/books/1487389574m/5129.jpg,0
56,1162543,Stephenie Meyer,2008.0,"Breaking Dawn (Twilight, #4)",eng,https://images.gr-assets.com/books/1361039438m/1162543.jpg,0
57,37435,Sue Monk Kidd,2001.0,The Secret Life of Bees,eng,https://images.gr-assets.com/books/1473454532m/37435.jpg,0
58,2956,Mark Twain,1884.0,The Adventures of Huckleberry Finn,eng,https://images.gr-assets.com/books/1405973850m/2956.jpg,0
59,24178,E.B. White,1952.0,Charlotte's Web,eng,https://images.gr-assets.com/books/1439632243m/24178.jpg,0
60,1618,Mark Haddon,2003.0,The Curious Incident of the Dog in the Night-Time,eng,https://images.gr-assets.com/books/1479863624m/1618.jpg,0
61,22557272,Paula Hawkins,2015.0,The Girl on the Train,eng,https://images.gr-assets.com/books/1490903702m/22557272.jpg,0
62,119322,Philip Pullman,1995.0,"The Golden Compass (His Dark Materials, #1)",eng,https://images.gr-assets.com/books/1451271747m/119322.jpg,0
63,6185,Emily Brontë,1847.0,Wuthering Heights,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
64,10917,Jodi Picoult,2004.0,My Sister's Keeper,eng,https://images.gr-assets.com/books/1369504683m/10917.jpg,0
65,4981,Kurt Vonnegut Jr.,1969.0,Slaughterhouse-Five,eng,https://images.gr-assets.com/books/1440319389m/4981.jpg,0
66,18405,Margaret Mitchell,1936.0,Gone with the Wind,eng,https://images.gr-assets.com/books/1328025229m/18405.jpg,0
67,128029,Khaled Hosseini,2007.0,A Thousand Splendid Suns,eng,https://images.gr-assets.com/books/1345958969m/128029.jpg,0
68,22628,Stephen Chbosky,1999.0,The Perks of Being a Wallflower,eng,https://images.gr-assets.com/books/1167352178m/22628.jpg,0
69,11735983,Veronica Roth,2012.0,"Insurgent (Divergent, #2)",eng,https://images.gr-assets.com/books/1325667729m/11735983.jpg,0
70,375802,Orson Scott Card,1985.0,"Ender's Game (Ender's Saga, #1)",eng,https://images.gr-assets.com/books/1408303130m/375802.jpg,0
71,18490,Mary Wollstonecraft Shelley,1818.0,Frankenstein,eng,https://images.gr-assets.com/books/1381512375m/18490.jpg,0
72,11588,Stephen King,1977.0,The Shining (The Shining #1),eng,https://images.gr-assets.com/books/1353277730m/11588.jpg,0
73,1656001,Stephenie Meyer,2008.0,"The Host (The Host, #1)",eng,https://images.gr-assets.com/books/1318009171m/1656001.jpg,0
74,99561,John Green,2005.0,Looking for Alaska,eng,https://images.gr-assets.com/books/1394798630m/99561.jpg,0
75,227443,Helen Fielding,1996.0,"Bridget Jones's Diary (Bridget Jones, #1)",eng,https://images.gr-assets.com/books/1292060045m/227443.jpg,0
76,14935,Jane Austen,1811.0,Sense and Sensibility,eng,https://images.gr-assets.com/books/1397245675m/14935.jpg,0
77,38709,Louis Sachar,1998.0,"Holes (Holes, #1)",eng,https://images.gr-assets.com/books/1327781893m/38709.jpg,0
78,5139,Lauren Weisberger,2003.0,"The Devil Wears Prada (The Devil Wears Prada, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
79,1381,Homer,-720.0,The Odyssey,eng,https://images.gr-assets.com/books/1390173285m/1381.jpg,0
80,157993,Antoine de Saint-Exupéry,1946.0,The Little Prince,eng,https://images.gr-assets.com/books/1367545443m/157993.jpg,0
81,7445,Jeannette Walls,2005.0,The Glass Castle,eng,https://images.gr-assets.com/books/1400930557m/7445.jpg,0
82,1845,Jon Krakauer,1996.0,Into the Wild,eng,https://images.gr-assets.com/books/1403173986m/1845.jpg,0
83,1953,Charles Dickens,1859.0,A Tale of Two Cities,eng,https://images.gr-assets.com/books/1344922523m/1953.jpg,0
84,7677,Michael Crichton,1990.0,"Jurassic Park (Jurassic Park, #1)",spa,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,-6416494
85,370493,Shel Silverstein,1964.0,The Giving Tree,eng,https://images.gr-assets.com/books/1174210942m/370493.jpg,0
86,32542,John Grisham,1989.0,A Time to Kill,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
87,1617,Elie Wiesel,1958.0,Night (The Night Trilogy #1),eng,https://images.gr-assets.com/books/1473495285m/1617.jpg,0
88,6442769,John Green,2008.0,Paper Towns,eng,https://images.gr-assets.com/books/1349013610m/6442769.jpg,0
89,21787,William Goldman,1973.0,The Princess Bride ,eng,https://images.gr-assets.com/books/1327903636m/21787.jpg,0
90,231804,S.E. Hinton,1967.0,The Outsiders,eng,https://images.gr-assets.com/books/1442129426m/231804.jpg,0
91,6186357,James Dashner,2009.0,"The Maze Runner (Maze Runner, #1)",eng,https://images.gr-assets.com/books/1375596592m/6186357.jpg,0
92,1202,Steven D. Levitt,2005.0,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",eng,https://images.gr-assets.com/books/1327909092m/1202.jpg,0
93,2998,Frances Hodgson Burnett,1911.0,The Secret Garden,eng,https://images.gr-assets.com/books/1327873635m/2998.jpg,0
94,320,Gabriel García Márquez,1967.0,One Hundred Years of Solitude,eng,https://images.gr-assets.com/books/1327881361m/320.jpg,0
95,5297,Oscar Wilde,1891.0,The Picture of Dorian Gray,eng,https://images.gr-assets.com/books/1424596966m/5297.jpg,0
96,13536860,E.L. James,2012.0,"Fifty Shades Freed (Fifty Shades, #3)",eng,https://images.gr-assets.com/books/1336418837m/13536860.jpg,0
97,17245,Bram Stoker,1897.0,Dracula,eng,https://images.gr-assets.com/books/1387151694m/17245.jpg,0
98,5060378,Stieg Larsson,2006.0,"The Girl Who Played with Fire (Millennium, #2)",eng,https://images.gr-assets.com/books/1351778881m/5060378.jpg,0
99,11857408,E.L. James,2011.0,"Fifty Shades Darker (Fifty Shades, #2)",eng,https://images.gr-assets.com/books/1358266080m/11857408.jpg,0
100,7244,Barbara Kingsolver,1998.0,The Poisonwood Bible,eng,https://images.gr-assets.com/books/1412242487m/7244.jpg,0
101,4137,David Sedaris,2000.0,Me Talk Pretty One Day,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
102,19543,Maurice Sendak,1963.0,Where the Wild Things Are,eng,https://images.gr-assets.com/books/1384434560m/19543.jpg,0
103,7126,Alexandre Dumas,1844.0,The Count of Monte Cristo,eng,https://images.gr-assets.com/books/1309203605m/7126.jpg,0
104,6288,Cormac McCarthy,2006.0,The Road,eng,https://images.gr-assets.com/books/1439197219m/6288.jpg,0
105,18710190,Veronica Roth,2013.0,"Allegiant (Divergent, #3)",eng,https://images.gr-assets.com/books/1395582745m/18710190.jpg,0
106,9418327,Tina Fey,2011.0,Bossypants,eng,https://images.gr-assets.com/books/1481509554m/9418327.jpg,0
107,3473,Nicholas Sparks,1999.0,A Walk to Remember,eng,https://images.gr-assets.com/books/1385738968m/3473.jpg,0
108,9416,Sophie Kinsella,2000.0,"Confessions of a Shopaholic (Shopaholic, #1)",eng,https://images.gr-assets.com/books/1327872404m/9416.jpg,0
109,24280,Victor Hugo,1862.0,Les Misérables,eng,https://images.gr-assets.com/books/1411852091m/24280.jpg,0
110,10572,George R.R. Martin,1998.0,"A Clash of Kings  (A Song of Ice and Fire, #2)",eng,https://images.gr-assets.com/books/1358254974m/10572.jpg,0
111,10441,Kim Edwards,2005.0,The Memory Keeper's Daughter,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
112,15507958,Jojo Moyes,2012.0,"Me Before You (Me Before You, #1)",eng,https://images.gr-assets.com/books/1357108762m/15507958.jpg,0
113,168668,Joseph Heller,1961.0,Catch-22,eng,https://images.gr-assets.com/books/1463157317m/168668.jpg,0
114,6900,Mitch Albom,1997.0,Tuesdays with Morrie,eng,https://images.gr-assets.com/books/1423763749m/6900.jpg,0
115,2187,Jeffrey Eugenides,2002.0,Middlesex,eng,https://images.gr-assets.com/books/1437029776m/2187.jpg,0
116,24583,Mark Twain,1876.0,The Adventures of Tom Sawyer,eng,https://images.gr-assets.com/books/1404811979m/24583.jpg,0
117,18131,Madeleine L'Engle,1962.0,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",eng,https://images.gr-assets.com/books/1329061522m/18131.jpg,0
118,7763,Amy Tan,1989.0,The Joy Luck Club,eng,https://images.gr-assets.com/books/1304978653m/7763.jpg,0
119,38447,Margaret Atwood,1985.0,The Handmaid's Tale,eng,https://images.gr-assets.com/books/1498057733m/38447.jpg,0
120,452306,Ann Brashares,2001.0,"The Sisterhood of the Traveling Pants (Sisterhood, #1)",eng,https://images.gr-assets.com/books/1461611233m/452306.jpg,0
121,7604,Vladimir Nabokov,1955.0,Lolita,eng,https://images.gr-assets.com/books/1377756377m/7604.jpg,0
122,37442,Gregory Maguire,1995.0,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",eng,https://images.gr-assets.com/books/1437733293m/37442.jpg,0
123,5358,John Grisham,1991.0,"The Firm (Penguin Readers, Level 5)",eng,https://images.gr-assets.com/books/1418465200m/5358.jpg,0
124,7937843,Emma Donoghue,2010.0,Room,eng,https://images.gr-assets.com/books/1344265419m/7937843.jpg,0
125,1420,William Shakespeare,1600.0,Hamlet,eng,https://images.gr-assets.com/books/1351051208m/1420.jpg,0
126,234225,Frank Herbert,1965.0,Dune (Dune Chronicles #1),eng,https://images.gr-assets.com/books/1434908555m/234225.jpg,0
127,2612,Malcolm Gladwell,2000.0,The Tipping Point: How Little Things Can Make a Big Difference,eng,https://images.gr-assets.com/books/1473396980m/2612.jpg,0
128,11084145,Walter Isaacson,2011.0,Steve Jobs,eng,https://images.gr-assets.com/books/1327861368m/11084145.jpg,0
129,332613,Ken Kesey,1962.0,One Flew Over the Cuckoo's Nest,eng,https://images.gr-assets.com/books/1485308778m/332613.jpg,0
130,2165,Ernest Hemingway,1952.0,The Old Man and the Sea,eng,https://images.gr-assets.com/books/1329189714m/2165.jpg,0
131,4395,John Steinbeck,1939.0,The Grapes of Wrath,eng,https://images.gr-assets.com/books/1352912927m/4395.jpg,-18109927
132,3431,Mitch Albom,2003.0,The Five People You Meet in Heaven,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
133,8127,L.M. Montgomery,1908.0,"Anne of Green Gables (Anne of Green Gables, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
134,3777732,Cassandra Clare,2009.0,"City of Glass (The Mortal Instruments, #3)",eng,https://images.gr-assets.com/books/1369452339m/3777732.jpg,0
135,62291,George R.R. Martin,2000.0,"A Storm of Swords (A Song of Ice and Fire, #3)",eng,https://images.gr-assets.com/books/1497931121m/62291.jpg,0
136,137791,Rebecca Wells,1996.0,Divine Secrets of the Ya-Ya Sisterhood,eng,https://images.gr-assets.com/books/1408313524m/137791.jpg,0
137,10964,Diana Gabaldon,1991.0,"Outlander (Outlander, #1)",eng,https://images.gr-assets.com/books/1402600310m/10964.jpg,0
138,12296,Nathaniel Hawthorne,1850.0,The Scarlet Letter,eng,https://images.gr-assets.com/books/1404810944m/12296.jpg,0
139,9460487,Ransom Riggs,2011.0,"Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children, #1)",eng,https://images.gr-assets.com/books/1472782916m/9460487.jpg,0
140,6892870,Stieg Larsson,2007.0,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",eng,https://images.gr-assets.com/books/1327708260m/6892870.jpg,0
141,18007564,Andy Weir,2012.0,The Martian,eng,https://images.gr-assets.com/books/1413706054m/18007564.jpg,0
142,5043,Ken Follett,1989.0,"The Pillars of the Earth (The Kingsbridge Series, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
143,18143977,Anthony Doerr,2014.0,All the Light We Cannot See,eng,https://images.gr-assets.com/books/1451445646m/18143977.jpg,0
144,8664353,Laura Hillenbrand,2010.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",eng,https://images.gr-assets.com/books/1327861115m/8664353.jpg,0
145,976,Dan Brown,2001.0,Deception Point,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
146,17333223,Donna Tartt,2013.0,The Goldfinch,eng,https://images.gr-assets.com/books/1451554970m/17333223.jpg,0
147,1217100,Jay Asher,2007.0,Thirteen Reasons Why,eng,https://images.gr-assets.com/books/1333822506m/1217100.jpg,-28627128
148,2865,Tracy Chevalier,1999.0,Girl with a Pearl Earring,eng,https://images.gr-assets.com/books/1327197580m/2865.jpg,0
149,4374400,Gayle Forman,2009.0,"If I Stay (If I Stay, #1)",eng,https://images.gr-assets.com/books/1347462970m/4374400.jpg,0
150,4989,Anita Diamant,1997.0,The Red Tent,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
151,28186,Rick Riordan,2006.0,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",eng,https://images.gr-assets.com/books/1400602661m/28186.jpg,0
152,5526,Nicholas Sparks,2006.0,Dear John,eng,https://images.gr-assets.com/books/1397749854m/5526.jpg,0
153,1582996,Cassandra Clare,2008.0,"City of Ashes (The Mortal Instruments, #2)",eng,https://images.gr-assets.com/books/1432730356m/1582996.jpg,0
154,8852,William Shakespeare,1606.0,Macbeth,eng,https://images.gr-assets.com/books/1459795224m/8852.jpg,0
155,15241,J.R.R. Tolkien,1954.0,"The Two Towers (The Lord of the Rings, #2)",eng,https://images.gr-assets.com/books/1298415523m/15241.jpg,0
156,42156,Emily Giffin,2004.0,"Something Borrowed (Darcy & Rachel, #1)",eng,https://images.gr-assets.com/books/1305063535m/42156.jpg,0
157,23772,Dr. Seuss,1960.0,Green Eggs and Ham,eng,https://images.gr-assets.com/books/1468680100m/23772.jpg,0
158,6310,Roald Dahl,1964.0,"Charlie and the Chocolate Factory (Charlie Bucket, #1)",eng,https://images.gr-assets.com/books/1309211401m/6310.jpg,0
159,2120932,Rick Riordan,2008.0,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",eng,https://images.gr-assets.com/books/1443142158m/2120932.jpg,0
160,2623,Charles Dickens,1860.0,Great Expectations,eng,https://images.gr-assets.com/books/1327920219m/2623.jpg,0
161,18512,J.R.R. Tolkien,1955.0,"The Return of the King (The Lord of the Rings, #3)",eng,https://images.gr-assets.com/books/1389977161m/18512.jpg,0
162,49552,Albert Camus,1942.0,The Stranger,eng,https://images.gr-assets.com/books/1349927872m/49552.jpg,0
163,7736182,Rick Riordan,2010.0,"The Lost Hero (The Heroes of Olympus, #1)",eng,https://images.gr-assets.com/books/1464201003m/7736182.jpg,0
164,15745753,Rainbow Rowell,2013.0,Eleanor & Park,eng,https://images.gr-assets.com/books/1341952742m/15745753.jpg,0
165,13497,George R.R. Martin,2005.0,"A Feast for Crows (A Song of Ice and Fire, #4)",eng,https://images.gr-assets.com/books/1429538615m/13497.jpg,0
166,7735333,Ally Condie,2010.0,"Matched (Matched, #1)",eng,https://images.gr-assets.com/books/1367706191m/7735333.jpg,0
167,4407,Neil Gaiman,2001.0,"American Gods (American Gods, #1)",eng,https://images.gr-assets.com/books/1258417001m/4407.jpg,-30160796
168,149267,Stephen King,1978.0,The Stand,eng,https://images.gr-assets.com/books/1213131305m/149267.jpg,0
169,6400090,Nicholas Sparks,2008.0,The Last Song,eng,https://images.gr-assets.com/books/1286549186m/6400090.jpg,0
170,11125,Dan Brown,1998.0,Digital Fortress,eng,https://images.gr-assets.com/books/1360095966m/11125.jpg,0
171,6969,Jane Austen,1815.0,Emma,eng,https://images.gr-assets.com/books/1373627931m/6969.jpg,0
172,15823480,Leo Tolstoy,1877.0,Anna Karenina,eng,https://images.gr-assets.com/books/1352422904m/15823480.jpg,0
173,227463,Anthony Burgess,1962.0,A Clockwork Orange,eng,https://images.gr-assets.com/books/1348339306m/227463.jpg,0
174,1812457,William Paul Young,2007.0,The Shack,eng,https://images.gr-assets.com/books/1344270232m/1812457.jpg,0
175,4502507,Rick Riordan,2009.0,"The Last Olympian (Percy Jackson and the Olympians, #5)",eng,https://images.gr-assets.com/books/1327924597m/4502507.jpg,-53551
176,18342,Stephen King,1986.0,It,eng,https://images.gr-assets.com/books/1309376909m/18342.jpg,-812160
177,7144,Fyodor Dostoyevsky,1866.0,Crime and Punishment,eng,https://images.gr-assets.com/books/1382846449m/7144.jpg,0
178,6514,Sylvia Plath,1963.0,The Bell Jar,eng,https://images.gr-assets.com/books/1473890514m/6514.jpg,0
179,252577,Frank McCourt,1996.0,"Angela's Ashes (Frank McCourt, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
180,52036,Hermann Hesse,1922.0,Siddhartha,eng,https://images.gr-assets.com/books/1428715580m/52036.jpg,0
181,168642,Truman Capote,1965.0,In Cold Blood,eng,https://images.gr-assets.com/books/1424931136m/168642.jpg,0
182,6304335,Kami Garcia,2009.0,"Beautiful Creatures (Caster Chronicles, #1)",eng,https://images.gr-assets.com/books/1327873282m/6304335.jpg,0
183,7171637,Cassandra Clare,2010.0,"Clockwork Angel (The Infernal Devices, #1)",eng,https://images.gr-assets.com/books/1454962884m/7171637.jpg,0
184,39988,Roald Dahl,1988.0,Matilda,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
185,9361589,Erin Morgenstern,2011.0,The Night Circus,eng,https://images.gr-assets.com/books/1387124618m/9361589.jpg,0
186,37470,Philippa Gregory,2001.0,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",eng,https://images.gr-assets.com/books/1355932638m/37470.jpg,0
187,24770,Scott Westerfeld,2005.0,"Uglies (Uglies, #1)",eng,https://images.gr-assets.com/books/1443904172m/24770.jpg,0
188,10664113,George R.R. Martin,2011.0,"A Dance with Dragons (A Song of Ice and Fire, #5)",eng,https://images.gr-assets.com/books/1327885335m/10664113.jpg,0
189,33,J.R.R. Tolkien,1955.0,"The Lord of the Rings (The Lord of the Rings, #1-3)",eng,https://images.gr-assets.com/books/1411114164m/33.jpg,0
190,12262741,Cheryl Strayed,2012.0,Wild: From Lost to Found on the Pacific Crest Trail,eng,https://images.gr-assets.com/books/1453189881m/12262741.jpg,0
191,472331,Alan Moore,1987.0,Watchmen,eng,https://images.gr-assets.com/books/1442239711m/472331.jpg,0
192,186074,Patrick Rothfuss,2007.0,"The Name of the Wind (The Kingkiller Chronicle, #1)",eng,https://images.gr-assets.com/books/1472068073m/186074.jpg,0
193,3228917,Malcolm Gladwell,2008.0,Outliers: The Story of Success,eng,https://images.gr-assets.com/books/1344266315m/3228917.jpg,0
194,153747,Herman Melville,1851.0,"Moby-Dick or, The Whale",eng,https://images.gr-assets.com/books/1327940656m/153747.jpg,0
195,2728527,Mary Ann Shaffer,2008.0,The Guernsey Literary and Potato Peel Pie Society,eng,https://images.gr-assets.com/books/1351979318m/2728527.jpg,0
196,5759,Chuck Palahniuk,1996.0,Fight Club,eng,https://images.gr-assets.com/books/1357128997m/5759.jpg,0
197,301082,Charlaine Harris,2001.0,"Dead Until Dark (Sookie Stackhouse, #1)",eng,https://images.gr-assets.com/books/1468560853m/301082.jpg,0
198,11486,Alice Walker,1982.0,The Color Purple,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0
199,12691,John Grogan,2005.0,Marley and Me: Life and Love With the World's Worst Dog,eng,https://images.gr-assets.com/books/1308858322m/12691.jpg,0
200,16299,Agatha Christie,1939.0,And Then There Were None,eng,https://images.gr-assets.com/books/1391120695m/16299.jpg,0
201,6411961,Dan Brown,2009.0,"The Lost Symbol (Robert Langdon, #3)",eng,https://images.gr-assets.com/books/1358274396m/6411961.jpg,0
202,6339664,Becca Fitzpatrick,2009.0,"Hush, Hush (Hush, Hush, #1)",eng,https://images.gr-assets.com/books/1358261334m/6339664.jpg,0
203,11505797,Jamie McGuire,2011.0,"Beautiful Disaster (Beautiful, #1)",eng,https://images.gr-assets.com/books/1358259032m/11505797.jpg,0
